1,1,53.6,59.7,121.4,59.709999999999994,1,1,1.0
1,2,312.4,0.0,398.23,111.6,1,1,1.0
1,3,99.0,0.0,215.8,63.2,1,1,1.0
2,1,37.13,56.11,116.92000000000002,59.709999999999994,1,1,1.0
2,2,312.17,0.0,398.23999999999995,111.6,1,1,1.0
2,3,99.03,0.0,215.79999999999998,63.2,1,1,1.0
3,1,20.65,52.51,112.44999999999999,59.71,1,1,1.0
3,2,311.95,0.0,398.22999999999996,111.6,1,1,1.0
3,3,99.07,0.0,215.8,63.2,1,1,1.0
4,1,10.47,50.11,103.48,57.3,1,1,1.0
4,2,311.72,0.0,398.24,111.6,1,1,1.0
4,3,99.1,0.0,215.79999999999998,63.2,1,1,1.0
5,1,0.29,47.7,94.50999999999999,54.89999999999999,1,1,1.0
5,2,311.5,0.0,398.23,111.6,1,1,1.0
5,3,99.13,0.0,215.8,63.2,1,1,1.0
6,1,0.29,43.81,74.46,53.989999999999995,1,1,1.0
6,2,311.27,0.0,398.23,111.6,1,1,1.0
6,3,99.16,0.0,215.79999999999998,63.2,1,1,1.0
7,1,0.29,39.91,54.410000000000004,53.09,1,1,1.0
7,2,311.04,0.0,398.23999999999995,111.6,1,1,1.0
7,3,99.2,0.0,215.8,63.2,1,1,1.0
8,1,0.29,39.91,40.01,48.290000000000006,1,1,1.0
8,2,310.82,0.0,398.22999999999996,111.6,1,1,1.0
8,3,99.23,0.0,215.79999999999995,63.2,1,1,1.0
9,1,0.29,39.91,25.61,43.49000000000001,1,1,1.0
9,2,310.59,0.0,398.24000000000007,111.6,1,1,1.0
9,3,99.26,0.0,215.8,63.2,1,1,1.0
10,1,0.29,39.91,9.41,38.69,1,1,1.0
10,2,310.37,0.0,398.23,111.6,1,1,1.0
10,3,99.29,0.0,215.79999999999995,63.2,1,1,1.0
11,2,310.14,0.0,398.23,111.6,1,1,1.0
11,3,99.33,0.0,215.8,63.2,1,1,1.0
12,2,309.91,0.0,398.23999999999995,111.6,1,1,1.0
12,3,99.36,0.0,215.8,63.2,1,1,1.0
12,4,821.53,164.1,59.04000000000008,91.25,1,1,1.0
13,2,309.69,0.0,398.22999999999996,111.6,1,1,1.0
13,3,99.39,0.0,215.8,63.2,1,1,1.0
13,4,780.77,157.65,99.80000000000007,97.69999999999999,1,1,1.0
14,2,309.46,0.0,398.24000000000007,111.6,1,1,1.0
14,3,99.42,0.0,215.8,63.2,1,1,1.0
14,4,740.0,151.2,140.57000000000005,104.15,1,1,1.0
15,2,309.24,0.0,398.23,111.6,1,1,1.0
15,3,99.46,0.0,215.8,63.2,1,1,1.0
15,4,698.65,143.15,181.92000000000007,108.41999999999999,1,1,1.0
16,2,309.01,0.0,398.23,111.6,1,1,1.0
16,3,99.49,0.0,215.8,63.2,1,1,1.0
16,4,657.3,135.1,223.2700000000001,112.70000000000002,1,1,1.0
16,5,0.0,157.66,52.9,95.53999999999999,1,1,1.0
17,2,308.78,0.0,398.24,111.6,1,1,1.0
17,3,99.52,0.0,215.8,63.2,1,1,1.0
17,4,621.34,128.65,234.54999999999995,108.94999999999999,1,1,1.0
17,5,0.0,160.33,74.35,105.77000000000001,1,1,1.0
18,2,308.56,0.0,398.22999999999996,111.6,1,1,1.0
18,3,99.55,0.0,215.8,63.2,1,1,1.0
18,4,585.37,122.2,245.83000000000004,105.2,1,1,1.0
18,5,0.0,163.0,95.8,116.0,1,1,1.0
19,2,308.33,0.0,398.24000000000007,111.6,1,1,1.0
19,3,99.59,0.0,215.79999999999998,63.2,1,1,1.0
19,4,552.63,115.75,236.72000000000003,101.44999999999999,1,1,1.0
19,5,0.0,172.1,117.8,119.75000000000003,1,1,1.0
20,2,308.11,0.0,398.23,111.6,1,1,1.0
20,3,99.62,0.0,215.8,63.2,1,1,1.0
20,4,519.89,109.3,227.61,97.71,1,1,1.0
20,5,0.0,181.2,139.8,123.5,1,1,1.0
21,2,308.06,0.0,398.22999999999996,111.51,1,1,1.0
21,3,99.65,0.0,215.79999999999998,63.2,1,1,1.0
21,4,486.61,102.86,227.61,97.7,1,1,1.0
21,5,0.0,188.7,166.65,131.55,1,1,1.0
22,2,308.01,0.0,398.24,111.41,1,1,1.0
22,3,99.68,0.0,215.8,63.2,1,1,1.0
22,4,453.33,96.42,227.61000000000007,97.7,1,1,1.0
22,5,0.0,196.2,193.5,139.60000000000002,1,1,1.0
