1,1,120.26,332.64,133.61,60.31,1,1,1.0
1,2,730.59,268.06,72.61000000000001,38.04000000000002,1,1,1.0
1,3,208.03,250.25,93.66999999999999,41.75,1,1,1.0
2,1,97.98,336.82,134.55,61.25,1,1,1.0
2,2,718.99,269.92,72.61000000000001,38.039999999999964,1,1,1.0
2,3,208.03,250.25,93.66999999999999,41.76999999999998,1,1,1.0
3,1,75.7,341.0,135.49,62.19999999999999,1,1,1.0
3,2,707.39,271.77,72.61000000000001,38.04000000000002,1,1,1.0
3,3,208.03,250.25,93.66999999999999,41.79000000000002,1,1,1.0
4,1,51.01,344.75,138.18,62.74000000000001,1,1,1.0
4,2,693.97,271.77,72.61000000000001,40.19,1,1,1.0
4,3,208.03,250.25,93.66999999999999,41.81,1,1,1.0
5,1,26.32,348.5,140.88,63.29000000000002,1,1,1.0
5,2,680.55,271.77,72.62,42.33000000000004,1,1,1.0
5,3,208.03,250.25,93.66999999999999,41.829999999999984,1,1,1.0
6,1,13.16,351.18,132.04,63.29000000000002,1,1,1.0
6,2,666.6,274.99,72.61000000000001,42.329999999999984,1,1,1.0
6,3,208.03,250.25,93.66999999999999,41.85000000000002,1,1,1.0
7,1,0.0,353.87,123.2,63.29000000000002,1,1,1.0
7,2,652.64,278.21,72.61000000000001,42.33000000000004,1,1,1.0
7,3,208.03,250.25,93.66999999999999,41.870000000000005,1,1,1.0
8,1,0.0,357.63,98.5,59.53000000000003,1,1,1.0
8,2,637.07,279.83,73.68999999999994,42.31999999999999,1,1,1.0
8,3,208.03,250.25,93.66999999999999,41.889999999999986,1,1,1.0
9,1,0.0,361.4,73.8,55.76000000000005,1,1,1.0
9,2,621.5,281.44,74.76999999999998,42.31999999999999,1,1,1.0
9,3,208.03,250.25,93.66999999999999,41.910000000000025,1,1,1.0
10,1,0.0,364.62,48.05,55.75999999999999,1,1,1.0
10,2,607.01,284.12,77.97000000000003,42.329999999999984,1,1,1.0
10,3,208.03,250.25,93.66999999999999,41.93000000000001,1,1,1.0
11,1,0.0,367.84,22.3,55.76000000000005,1,1,1.0
